time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-31T23:25:37.560Z,52.0766667,-176.1238333,-0.25,-1.05,ml,5,131,0.02609,0.05,av,av70809354,2018-11-01T23:43:04.210Z,"42km ENE of Adak, Alaska",earthquake,0.36,0.21,0.017,5,reviewed,av,av
2018-10-31T23:23:56.776Z,39.1872,-120.1726,5.6,-0.2,ml,4,159.52,0.042,0.0798,nn,nn00663653,2018-11-01T03:38:23.906Z,"4km NNW of Sunnyside-Tahoe City, California",earthquake,,4.4,0,1,reviewed,nn,nn
2018-10-31T23:18:46.700Z,6.0618,95.0842,10,4.6,mb,,84,2.03,0.72,us,us2000i4zq,2018-10-31T23:36:14.040Z,"32km NW of Sabang, Indonesia",earthquake,4.7,1.9,0.095,33,reviewed,us,us
2018-10-31T23:14:11.580Z,45.9036666666667,-122.428166666667,-0.84,0.76,ml,8,318,,0.2,uw,uw61501857,2018-11-06T19:12:25.110Z,"1km ESE of Amboy, Washington",explosion,2.08,31.61,0.167391127113777,6,reviewed,uw,uw
2018-10-31T23:10:12.660Z,38.7449989,-122.7151642,2.53,0.94,md,7,196,0.02422,0.02,nc,nc73104526,2018-10-31T23:11:50.137Z,"4km SSW of Anderson Springs, CA",earthquake,0.8,2.11,0.05,2,automatic,nc,nc
2018-10-31T23:09:01.910Z,30.3711,87.5667,10,4.9,mb,,63,6.106,0.96,us,us2000i4zp,2018-10-31T23:26:16.040Z,"119km WSW of Jiajuedibu, China",earthquake,8.7,1.8,0.05,126,reviewed,us,us
2018-10-31T23:04:15.440Z,52.0643333,-176.1176667,-1.8,-1.2,ml,5,103,0.02036,0.3,av,av70809344,2018-11-01T23:37:39.210Z,"42km ENE of Adak, Alaska",earthquake,0.56,3.68,0.383,5,reviewed,av,av
2018-10-31T23:00:58.390Z,37.1116667,-112.1665,20.48,1.46,md,8,157,0.2667,0.1,uu,uu60303147,2018-11-02T15:59:22.600Z,"32km ENE of Kanab, Utah",earthquake,0.64,1.31,0.167,4,reviewed,uu,uu
2018-10-31T22:52:49.340Z,32.3985,-116.3618333,18.54,1.38,ml,22,114,0.2648,0.13,ci,ci37410018,2018-10-31T23:30:01.110Z,"25km SSE of Campo, CA",earthquake,0.2,0.62,0.176,15,reviewed,ci,ci
2018-10-31T22:49:11.910Z,46.2946666666667,-122.326,-1.12,0.94,ml,7,131,,0.1,uw,uw61501847,2018-11-02T17:22:06.280Z,"29km S of Morton, Washington",explosion,0.41,31.61,0.235194083409883,5,reviewed,uw,uw
2018-10-31T22:48:22.550Z,52.0558333,-176.1183333,4.12,-1.04,ml,5,103,0.01761,0.14,av,av70809334,2018-11-01T23:26:08.300Z,"41km ENE of Adak, Alaska",earthquake,0.64,0.99,0.212,5,reviewed,av,av
2018-10-31T22:47:57.650Z,37.6481667,-118.8628333,4.25,0.34,md,13,117,0.0237,0.08,nc,nc73104521,2018-10-31T23:49:13.905Z,"10km E of Mammoth Lakes, CA",earthquake,0.64,0.92,0.201,13,reviewed,nc,nc
2018-10-31T22:36:49.118Z,61.7059,-149.8908,42.2,1.2,ml,,,,0.64,ak,ak20307240,2018-10-31T22:39:38.714Z,"9km ESE of Willow, Alaska",earthquake,,1.9,,,automatic,ak,ak
2018-10-31T22:20:18.760Z,52.0501667,-176.1233333,3.16,-0.68,ml,5,112,0.01522,0.26,av,av61809191,2018-11-01T23:32:49.950Z,"41km ENE of Adak, Alaska",earthquake,0.88,1.49,0.231,5,reviewed,av,av
2018-10-31T22:13:17.477Z,62.8649,-149.3053,74,1.2,ml,,,,0.4,ak,ak20307233,2018-10-31T22:16:54.344Z,"61km SSW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-31T22:13:05.940Z,37.5856667,-119.0183333,1.89,0.16,md,9,219,0.02537,0.02,nc,nc73104511,2018-10-31T22:50:00.376Z,"7km SSW of Mammoth Lakes, CA",earthquake,0.5,0.58,0.193,8,reviewed,nc,nc
2018-10-31T22:03:43.982Z,64.9404,-147.3327,4.4,1.4,ml,,,,0.42,ak,ak20307229,2018-10-31T22:12:43.329Z,"18km NNE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-31T22:03:27.880Z,33.1023333,-117.0225,-0.32,0.76,ml,12,92,0.1366,0.2,ci,ci37409994,2018-10-31T23:25:57.542Z,"6km ESE of Escondido, CA",quarry blast,0.49,31.61,0.19,4,reviewed,ci,ci
2018-10-31T22:01:54.240Z,51.8726667,-177.836,5.95,0.15,ml,4,241,,0.15,av,av61809171,2018-11-01T23:30:12.580Z,"21km E of Tanaga Volcano, Alaska",earthquake,1.13,2.08,0.23,4,reviewed,av,av
2018-10-31T21:58:58.800Z,19.1628333,-155.453,31.71,1.7,md,35,169,0.01135,0.1,hv,hv70677727,2018-11-01T00:04:56.120Z,"5km SSE of Pahala, Hawaii",earthquake,0.61,0.85,0.057,17,reviewed,hv,hv
2018-10-31T21:41:34.200Z,37.6431667,-118.861,3.96,0.18,md,9,132,0.02061,0.06,nc,nc73104506,2018-10-31T22:47:30.526Z,"10km E of Mammoth Lakes, CA",earthquake,0.76,0.61,0.269,8,reviewed,nc,nc
2018-10-31T21:41:21.820Z,52.0283333,-176.0761667,8.72,-1.12,ml,4,215,0.01766,0.03,av,av70809329,2018-11-01T23:21:52.310Z,"43km ENE of Adak, Alaska",earthquake,1.7,0.73,0.196,4,reviewed,av,av
2018-10-31T21:37:42.160Z,33.485,-116.79,4.51,0.7,ml,31,33,0.02863,0.15,ci,ci37409962,2018-10-31T23:22:01.280Z,"8km NE of Aguanga, CA",earthquake,0.18,0.36,0.144,19,reviewed,ci,ci
2018-10-31T21:37:01.520Z,52.0361667,-176.1108333,1.88,-1.02,ml,5,154,0.02901,0.07,av,av70809324,2018-11-01T23:19:42.210Z,"41km ENE of Adak, Alaska",earthquake,0.37,1.34,0.258,4,reviewed,av,av
2018-10-31T21:34:22.220Z,34.0248333,-117.1123333,8.49,0.84,ml,24,98,0.01061,0.12,ci,ci37409954,2018-10-31T22:00:58.179Z,"5km SSE of Mentone, CA",earthquake,0.2,0.42,0.134,16,reviewed,ci,ci
2018-10-31T21:29:28.800Z,38.7575,-122.726,2.09,1.3,md,38,62,0.01525,0.08,nc,nc73104501,2018-11-02T00:14:03.343Z,"3km SE of The Geysers, CA",earthquake,0.19,0.34,0.211,10,reviewed,nc,nc
2018-10-31T21:27:36.748Z,62.4401,-147.1085,10.4,1.2,ml,,,,0.59,ak,ak20307096,2018-10-31T21:32:11.022Z,"89km WNW of Glennallen, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-31T21:21:52.220Z,37.6425,-118.849,4.78,0.39,md,16,102,0.01136,0.05,nc,nc73104496,2018-10-31T22:46:04.553Z,"12km E of Mammoth Lakes, CA",earthquake,0.51,0.64,0.105,14,reviewed,nc,nc
2018-10-31T21:17:44.410Z,37.646,-118.854,4,0.31,md,10,125,0.01648,0.04,nc,nc71109759,2018-10-31T22:42:59.436Z,"11km E of Mammoth Lakes, CA",earthquake,0.56,0.39,0.143,10,reviewed,nc,nc
2018-10-31T21:15:40.860Z,-20.3979,-69.0003,106.07,4.4,mb,,44,0.293,0.55,us,us2000i4xl,2018-10-31T23:32:06.032Z,"120km E of Iquique, Chile",earthquake,5,5.5,0.155,12,reviewed,us,us
2018-10-31T21:05:27.900Z,37.6456667,-118.8531667,4.43,0.53,md,16,108,0.01574,0.04,nc,nc73104486,2018-10-31T22:30:26.566Z,"11km E of Mammoth Lakes, CA",earthquake,0.39,0.73,0.171,14,reviewed,nc,nc
2018-10-31T21:01:53.460Z,19.4043333,-155.2826667,0.42,1.95,ml,26,34,0.01233,0.1,hv,hv70677662,2018-11-02T20:03:05.720Z,"5km WSW of Volcano, Hawaii",earthquake,0.12,0.14,0.126,11,reviewed,hv,hv
2018-10-31T20:53:42.290Z,32.625,-116.9778333,-0.43,1.23,ml,19,225,0.04375,0.21,ci,ci37409914,2018-10-31T21:55:40.146Z,"6km SE of Bonita, CA",quarry blast,0.67,31.61,0.182,9,reviewed,ci,ci
2018-10-31T20:53:00.520Z,37.6441667,-118.85,5.53,0.62,md,18,105,0.01281,0.04,nc,nc73104481,2018-10-31T23:39:12.011Z,"11km E of Mammoth Lakes, CA",earthquake,0.42,0.7,0.18,15,reviewed,nc,nc
2018-10-31T20:47:11.870Z,51.3305,-174.3759,10,4.6,mb,,188,0.879,1.55,us,us2000i4wv,2018-11-01T18:32:18.040Z,"97km S of Atka, Alaska",earthquake,3,1.9,0.037,216,reviewed,us,us
2018-10-31T20:45:34.700Z,37.6488333,-118.851,5.08,0.53,md,18,111,0.01619,0.05,nc,nc73104476,2018-10-31T22:23:25.470Z,"11km E of Mammoth Lakes, CA",earthquake,0.54,0.7,0.145,16,reviewed,nc,nc
2018-10-31T20:43:27.560Z,37.6423333,-118.8501667,5.31,0.94,md,21,101,0.01216,0.05,nc,nc73104471,2018-10-31T23:44:12.754Z,"11km E of Mammoth Lakes, CA",earthquake,0.3,0.43,0.175,16,reviewed,nc,nc
2018-10-31T20:40:17.130Z,37.6486667,-118.8508333,5.24,0.48,md,18,111,0.01598,0.04,nc,nc73104466,2018-10-31T22:15:23.597Z,"11km E of Mammoth Lakes, CA",earthquake,0.58,0.74,0.138,15,reviewed,nc,nc
2018-10-31T20:38:24.736Z,61.0331,-151.8656,89.5,1.3,ml,,,,0.43,ak,ak20307070,2018-10-31T20:41:41.537Z,"49km NW of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2018-10-31T20:34:54.010Z,37.6395,-118.861,4.67,1.14,md,17,106,0.02,0.08,nc,nc73104461,2018-11-01T18:35:02.534Z,"10km E of Mammoth Lakes, CA",earthquake,0.59,0.8,0.216,16,reviewed,nc,nc
2018-10-31T20:34:37.110Z,37.6366667,-118.8596667,4.56,0.83,md,19,103,0.01784,0.08,nc,nc73104456,2018-11-01T17:41:02.219Z,"10km E of Mammoth Lakes, CA",earthquake,0.49,0.53,0.212,17,reviewed,nc,nc
2018-10-31T20:32:20.060Z,37.6471667,-118.8603333,5.15,0.58,md,15,114,0.02148,0.09,nc,nc73104446,2018-10-31T23:34:40.214Z,"10km E of Mammoth Lakes, CA",earthquake,0.62,0.87,0.169,13,reviewed,nc,nc
2018-10-31T20:30:56.440Z,37.6408333,-118.8696667,4,0.48,md,16,159,0.02186,0.07,nc,nc71109754,2018-10-31T22:12:52.243Z,"10km E of Mammoth Lakes, CA",earthquake,0.48,0.49,0.147,14,reviewed,nc,nc
2018-10-31T20:30:43.440Z,37.6443333,-118.8453333,5.81,0.39,md,15,102,0.009841,0.04,nc,nc73104451,2018-10-31T22:08:52.110Z,"12km E of Mammoth Lakes, CA",earthquake,0.42,0.64,0.146,12,reviewed,nc,nc
2018-10-31T20:29:01.080Z,37.6426667,-118.8505,4.17,0.28,md,9,112,0.01252,0.02,nc,nc73104441,2018-10-31T22:05:50.723Z,"11km E of Mammoth Lakes, CA",earthquake,0.54,1.6,0.07,6,reviewed,nc,nc
2018-10-31T20:26:11.080Z,37.6441667,-118.849,4.83,0.2,md,9,114,0.01212,0.04,nc,nc73104431,2018-10-31T22:03:20.566Z,"12km E of Mammoth Lakes, CA",earthquake,0.58,1.96,0.162,8,reviewed,nc,nc
2018-10-31T20:23:13.300Z,37.6458333,-118.8653333,4.08,0.76,md,18,103,0.02467,0.09,nc,nc73104426,2018-10-31T23:30:15.262Z,"10km E of Mammoth Lakes, CA",earthquake,0.65,0.75,0.184,15,reviewed,nc,nc
2018-10-31T20:22:13.920Z,37.641,-118.8501667,5.48,0.76,md,18,100,0.01174,0.04,nc,nc73104421,2018-10-31T23:25:07.256Z,"11km E of Mammoth Lakes, CA",earthquake,0.32,0.48,0.142,15,reviewed,nc,nc
2018-10-31T20:17:51.790Z,63.2629,-151.37,2.5,1.4,ml,,,,1,ak,ak20307068,2018-10-31T20:22:57.961Z,"122km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-31T20:16:03.390Z,37.6433333,-118.8511667,5.06,1.46,md,31,84,0.01327,0.04,nc,nc73104406,2018-11-01T00:24:02.152Z,"11km E of Mammoth Lakes, CA",earthquake,0.24,0.32,0.317,30,reviewed,nc,nc
2018-10-31T20:14:59.160Z,37.5536,20.4142,10,4.4,mb,,131,2.105,0.82,us,us2000i4w1,2018-11-01T18:07:53.040Z,"40km WSW of Mouzaki, Greece",earthquake,6.7,2,0.17,11,reviewed,us,us
2018-10-31T20:12:46.450Z,37.6538333,-118.8463333,5.57,0.34,md,9,133,0.01789,0.02,nc,nc73104396,2018-10-31T20:35:09.223Z,"12km E of Mammoth Lakes, CA",earthquake,0.9,31.61,0.058,6,reviewed,nc,nc
2018-10-31T20:03:42.600Z,37.6481667,-118.848,4.69,0.21,md,9,121,0.01402,0.04,nc,nc73104386,2018-10-31T20:57:04.664Z,"12km E of Mammoth Lakes, CA",earthquake,1.22,2.54,0.162,8,reviewed,nc,nc
2018-10-31T19:49:14.677Z,62.9377,-151.3406,117.4,1.6,ml,,,,0.34,ak,ak20307062,2018-10-31T19:54:02.509Z,"93km NW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-10-31T19:47:23.900Z,8.8678,-82.5191,10,3.4,ml,,157,0.182,1.49,us,us2000i4xn,2018-11-01T16:40:20.040Z,"5km ENE of Cerro Punta, Panama",earthquake,1.8,1.9,0.077,22,reviewed,us,us
2018-10-31T19:42:51.318Z,39.0556,-119.6755,7.9,1.3,ml,16,47.6,0.068,0.1814,nn,nn00663598,2018-10-31T20:15:27.235Z,"4km ENE of Johnson Lane, Nevada",earthquake,,1.1,0.37,10,reviewed,nn,nn
2018-10-31T19:41:07.670Z,35.0605,-118.339,-1.01,1.42,ml,20,44,0.06977,0.14,ci,ci37409842,2018-10-31T20:38:35.197Z,"13km SE of Tehachapi, CA",quarry blast,0.27,31.61,0.133,24,reviewed,ci,ci
2018-10-31T19:23:07.390Z,33.4956667,-116.7906667,5.28,0.3,ml,15,174,0.08261,0.09,ci,ci37409818,2018-10-31T20:43:24.000Z,"9km NE of Aguanga, CA",earthquake,0.24,0.71,0.068,5,reviewed,ci,ci
2018-10-31T19:10:35.490Z,36.047,-117.7183333,2.26,0.79,ml,13,72,0.04381,0.08,ci,ci37409810,2018-10-31T19:25:16.358Z,"21km E of Coso Junction, CA",earthquake,0.15,0.21,0.175,4,reviewed,ci,ci
2018-10-31T19:03:49.790Z,46.0001667,-112.4741667,-2,1.5,ml,7,112,0.059,0.1,mb,mb80317424,2018-10-31T19:34:47.540Z,"4km E of Butte, Montana",quarry blast,0.63,31.61,0.157,6,reviewed,mb,mb
2018-10-31T19:02:37.670Z,35.2918333,-118.5416667,7.62,1.04,ml,12,91,0.09888,0.1,ci,ci37409802,2018-10-31T20:27:10.835Z,"20km NNW of Tehachapi, CA",earthquake,0.25,0.63,0.173,10,reviewed,ci,ci
2018-10-31T18:46:30.610Z,38.8375015,-122.8373337,1.9,1.05,md,10,116,0.01821,0.03,nc,nc73104361,2018-10-31T18:48:18.397Z,"10km NW of The Geysers, CA",earthquake,0.33,0.63,,1,automatic,nc,nc
2018-10-31T18:45:13.890Z,37.6243333,-119.0318333,-0.47,1.02,md,11,73,0.006032,0.05,nc,nc73104356,2018-10-31T22:01:03.040Z,"5km WSW of Mammoth Lakes, CA",earthquake,0.19,0.26,0.432,9,reviewed,nc,nc
2018-10-31T18:42:22.482Z,69.5299,-144.2949,0.1,2,ml,,,,0.77,ak,ak20306918,2018-10-31T18:55:01.874Z,"71km SSW of Kaktovik, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-10-31T18:39:22.950Z,37.8351667,-121.9773333,6.95,1.6,md,21,85,0.0223,0.08,nc,nc73104346,2018-11-01T16:11:59.333Z,"2km W of Diablo, CA",earthquake,0.22,0.27,0.076,17,reviewed,nc,nc
2018-10-31T18:22:56.930Z,-9.193,117.2391,90.38,4.2,mb,,95,3.134,0.73,us,us2000i4t0,2018-11-01T17:52:01.040Z,"58km SE of Besisora, Indonesia",earthquake,5.2,8.3,0.104,26,reviewed,us,us
2018-10-31T18:20:02.420Z,37.4837,20.3765,10,4.3,mb,,133,2.176,0.64,us,us2000i4sq,2018-11-01T17:27:38.040Z,"47km SW of Mouzaki, Greece",earthquake,4,2,0.533,3,reviewed,us,us
2018-10-31T18:15:24.430Z,46.766,-119.2895,-0.24,1.62,ml,18,90,,0.18,uw,uw61501792,2018-11-06T19:47:54.590Z,"10km SW of Othello, Washington",explosion,0.34,31.61,0.131543167026925,16,reviewed,uw,uw
2018-10-31T18:13:35.810Z,40.7463333,-122.301,-0.79,1.63,md,8,78,0.1909,0.07,nc,nc73105406,2018-11-02T17:22:17.127Z,"9km NE of Shasta Lake, CA",quarry blast,0.48,31.61,0.11,8,reviewed,nc,nc
2018-10-31T18:03:25.770Z,33.8691667,-116.8948333,12.99,2.66,ml,119,22,0.08613,0.15,ci,ci37409762,2018-11-04T12:36:50.283Z,"6km SSW of Banning, CA",earthquake,0.09,0.24,0.178,149,reviewed,ci,ci
2018-10-31T18:01:15.610Z,37.5348333,-118.8296667,5.14,1,md,17,180,0.0551,0.02,nc,nc73104326,2018-10-31T20:35:03.537Z,"14km WSW of Toms Place, CA",earthquake,0.58,0.88,0.127,14,reviewed,nc,nc
2018-10-31T18:00:37.110Z,37.5341667,-118.8295,5.54,1.64,md,32,111,0.05576,0.04,nc,nc73104321,2018-11-02T17:22:42.650Z,"14km WSW of Toms Place, CA",earthquake,0.21,0.65,0.351,30,reviewed,nc,nc
2018-10-31T17:53:40.710Z,43.6858333,-110.886,3.12,-0.36,ml,4,172,0.113,0.22,mb,mb80317409,2018-10-31T19:40:52.780Z,"18km N of Moose Wilson Road, Wyoming",earthquake,1.51,12.3,0.17,3,reviewed,mb,mb
2018-10-31T17:51:49.360Z,19.9248333,-156.0298333,40.41,2.22,md,39,208,0.2703,0.12,hv,hv70677492,2018-10-31T19:48:08.130Z,"21km W of Waikoloa Village, Hawaii",earthquake,0.52,0.85,0.059,17,reviewed,hv,hv
2018-10-31T17:51:44.636Z,62.5989,-152.0019,0,1.9,ml,,,,1.13,ak,ak20306779,2018-10-31T18:00:11.078Z,"102km WNW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-31T17:51:13.024Z,39.2302,-120.0955,8.1,0.2,ml,6,91.15,0.033,0.0438,nn,nn00663652,2018-11-01T03:35:19.706Z,"3km WSW of Tahoe Vista, California",earthquake,,1.6,0.14,3,reviewed,nn,nn
2018-10-31T17:48:43.540Z,69.5194,-144.2923,0,2.6,ml,,,,0.81,ak,ak20306776,2018-11-01T16:56:21.040Z,"73km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-31T17:46:59.870Z,12.0404,-87.3513,63.46,4.7,mb,,140,0.715,1.04,us,us2000i4sw,2018-11-01T16:20:43.803Z,"52km SSW of Corinto, Nicaragua",earthquake,4.6,7,0.034,259,reviewed,us,us
2018-10-31T17:37:02.810Z,46.2835,-111.6341667,-2,1.91,ml,7,181,0.324,0.36,mb,mb80317404,2018-10-31T19:43:58.500Z,"9km WSW of Townsend, Montana",quarry blast,2.53,31.61,0.009,2,reviewed,mb,mb
2018-10-31T17:27:26.910Z,19.4016666,-155.2823334,1.02,1.79,ml,17,58,0.01507,0.14,hv,hv70677482,2018-10-31T17:33:10.230Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.38,0.22,7,automatic,hv,hv
2018-10-31T17:26:26.176Z,61.3084,-150.7518,45.8,1.9,ml,,,,0.65,ak,ak20306768,2018-10-31T17:36:56.304Z,"46km WNW of Anchorage, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-31T17:25:23.180Z,45.1726667,-112.4275,6.14,0.74,ml,7,134,0.224,0.02,mb,mb80317399,2018-10-31T19:48:06.450Z,"17km ESE of Dillon, Montana",quarry blast,0.29,31.61,0.596,3,reviewed,mb,mb
2018-10-31T17:13:00.260Z,33.482,-116.7925,5.46,2.07,ml,23,63,0.03099,0.1,ci,ci37412181,2018-10-31T19:05:33.128Z,"8km ENE of Aguanga, CA",earthquake,0.19,0.38,0.171,25,reviewed,ci,ci
2018-10-31T17:12:55.150Z,33.479,-116.7923333,4.29,2.14,ml,69,28,0.03395,0.18,ci,ci37409722,2018-10-31T18:51:08.400Z,"8km ENE of Aguanga, CA",earthquake,0.16,0.4,0.185,30,reviewed,ci,ci
2018-10-31T17:12:12.030Z,33.4868333,-116.7866667,4.41,0.8,ml,25,104,0.02792,0.13,ci,ci37409714,2018-10-31T18:43:32.157Z,"9km NE of Aguanga, CA",earthquake,0.22,0.36,0.174,20,reviewed,ci,ci
2018-10-31T17:06:41.530Z,36.0855,-117.8761667,3.23,0.92,ml,16,163,0.03637,0.14,ci,ci37409690,2018-10-31T21:09:46.629Z,"8km NE of Coso Junction, CA",earthquake,0.3,0.47,0.131,10,reviewed,ci,ci
2018-10-31T16:59:28.880Z,34.0188333,-117.1175,8.39,1.76,ml,61,51,0.01712,0.22,ci,ci37409682,2018-10-31T18:22:44.440Z,"6km SSE of Mentone, CA",earthquake,0.26,0.64,0.114,24,reviewed,ci,ci
2018-10-31T16:47:08.320Z,19.3353333,-154.9986667,5.72,2.21,ml,47,214,0.09792,0.2,hv,hv70677447,2018-10-31T20:55:15.200Z,"16km SSW of Leilani Estates, Hawaii",earthquake,0.66,0.61,0.13,13,reviewed,hv,hv
2018-10-31T16:46:33.290Z,33.49,-116.7898333,4.94,0.48,ml,18,176,0.02398,0.09,ci,ci37409658,2018-10-31T18:30:03.807Z,"9km NE of Aguanga, CA",earthquake,0.29,0.6,0.159,8,reviewed,ci,ci
2018-10-31T16:38:54.150Z,19.1976667,-155.5008333,33.99,1.75,md,42,145,0.1054,0.1,hv,hv70677427,2018-10-31T23:10:27.940Z,"2km WSW of Pahala, Hawaii",earthquake,0.62,0.73,0.043,20,reviewed,hv,hv
2018-10-31T16:25:50.540Z,19.3431664,-155.1116638,3.6,1.71,ml,45,138,0.04176,0.21,hv,hv70677412,2018-10-31T16:31:32.020Z,"16km SE of Volcano, Hawaii",earthquake,0.46,1.15,0.21,3,automatic,hv,hv
2018-10-31T16:17:35.610Z,37.6251667,-112.2916667,12.94,1.86,ml,10,110,0.1816,0.18,uu,uu60303097,2018-10-31T18:21:36.230Z,"25km SSE of Panguitch, Utah",earthquake,0.51,1.68,0.202,4,reviewed,uu,uu
2018-10-31T16:10:56.790Z,52.082,-176.1458333,-0.81,-0.96,ml,5,140,0.02193,0.08,av,av70809314,2018-11-01T22:56:48.390Z,"41km ENE of Adak, Alaska",earthquake,0.25,0.33,0.329,5,reviewed,av,av
2018-10-31T16:07:03.030Z,52.073,-176.1308333,-1.12,-0.81,ml,5,121,0.02072,0.1,av,av61808956,2018-11-01T22:55:06.350Z,"42km ENE of Adak, Alaska",earthquake,0.21,0.43,0.309,5,reviewed,av,av
2018-10-31T16:06:52.730Z,34.1445,-117.7643333,4.8,0.9,ml,12,133,0.08796,0.1,ci,ci37409602,2018-10-31T18:33:07.901Z,"5km N of La Verne, CA",earthquake,0.25,0.97,0.103,9,reviewed,ci,ci
2018-10-31T16:05:55.267Z,64.4814,-147.2384,1.5,1.2,ml,,,,0.67,ak,ak20306756,2018-10-31T16:12:04.627Z,"16km WSW of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-31T16:04:33.500Z,38.757,-122.7,1.29,1.67,md,21,68,0.009427,0.03,nc,nc73104306,2018-10-31T23:36:02.863Z,"2km SSW of Anderson Springs, CA",earthquake,0.21,0.26,0.175,3,reviewed,nc,nc
2018-10-31T15:57:28.130Z,52.0756667,-176.1361667,-1.13,-1.35,ml,5,126,0.02191,0.1,av,av70809309,2018-11-01T22:51:18.570Z,"41km ENE of Adak, Alaska",earthquake,0.27,0.35,0.533,4,reviewed,av,av
2018-10-31T15:54:54.570Z,37.334,-121.701,7.34,1.32,md,17,79,0.04719,0.04,nc,nc73104301,2018-11-01T00:02:03.024Z,"12km ESE of Alum Rock, CA",earthquake,0.23,0.35,0.203,17,reviewed,nc,nc
2018-10-31T15:52:18.360Z,37.3353333,-121.702,7.76,1.2,md,20,67,0.04778,0.04,nc,nc73104296,2018-10-31T21:10:03.753Z,"12km ESE of Alum Rock, CA",earthquake,0.22,0.32,0.132,19,reviewed,nc,nc
2018-10-31T15:51:19.770Z,33.853,-117.483,-0.61,1.51,ml,20,100,0.0688,0.18,ci,ci37409578,2018-10-31T17:11:13.106Z,"4km SE of Home Gardens, CA",quarry blast,0.53,31.61,0.166,30,reviewed,ci,ci
2018-10-31T15:51:03.620Z,60.0306,-153.2815,130.5,1.8,ml,,,,0.86,ak,ak20306630,2018-10-31T16:00:36.760Z,"58km SSW of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-31T15:46:24.603Z,61.6568,-150.0606,39.1,1.2,ml,,,,0.64,ak,ak20306628,2018-10-31T16:00:36.526Z,"10km S of Willow, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-31T15:38:20.440Z,37.3831667,-121.7396667,6.38,2.66,md,84,33,0.02543,0.06,nc,nc73104291,2018-11-01T04:30:03.144Z,"8km ENE of Alum Rock, CA",earthquake,0.08,0.16,0.17,104,reviewed,nc,nc
2018-10-31T15:36:17.580Z,52.0746667,-176.13,-0.86,-0.8,ml,5,126,0.02244,0.07,av,av70809304,2018-11-01T22:48:40.340Z,"42km ENE of Adak, Alaska",earthquake,0.2,0.3,0.458,5,reviewed,av,av
2018-10-31T15:24:02.410Z,38.7906685,-122.762001,0.3,1.16,md,13,67,0.02013,0.03,nc,nc73104276,2018-10-31T16:47:03.537Z,"2km NNW of The Geysers, CA",earthquake,0.21,0.57,0.13,5,automatic,nc,nc
2018-10-31T15:05:15.180Z,19.4169998,-155.2888336,0.67,1.76,ml,18,77,0.004519,0.3,hv,hv70677347,2018-10-31T15:10:57.860Z,"5km WSW of Volcano, Hawaii",earthquake,0.39,0.27,0.35,6,automatic,hv,hv
2018-10-31T15:03:56.580Z,33.5015,-116.776,3.76,0.19,ml,15,91,0.02305,0.1,ci,ci37409538,2018-10-31T18:37:41.397Z,"10km NE of Aguanga, CA",earthquake,0.24,0.45,0.059,6,reviewed,ci,ci
2018-10-31T14:59:54.171Z,38.4751,-118.3975,8.1,0.1,ml,5,134.97,0.062,0.0797,nn,nn00663595,2018-10-31T18:55:21.874Z,"20km ESE of Hawthorne, Nevada",earthquake,,3.6,0,1,reviewed,nn,nn
2018-10-31T14:44:45.610Z,33.5145,-116.5541667,13.52,0.76,ml,40,77,0.04473,0.16,ci,ci37409530,2018-10-31T18:38:43.267Z,"12km ESE of Anza, CA",earthquake,0.2,0.34,0.137,15,reviewed,ci,ci
2018-10-31T14:37:00.290Z,40.2933333,-124.5565,18.21,2.48,md,23,238,0.208,0.19,nc,nc73104261,2018-11-01T04:45:04.239Z,"23km W of Petrolia, CA",earthquake,0.66,0.55,0.116,24,reviewed,nc,nc
2018-10-31T14:31:45.810Z,37.3848333,-118.4075,13.13,1.87,md,28,68,0.04756,0.05,nc,nc73104256,2018-11-01T01:39:03.046Z,"1km ESE of Dixon Lane-Meadow Creek, CA",earthquake,0.25,0.53,0.149,24,reviewed,nc,nc
2018-10-31T14:30:20.070Z,33.6293333,-116.6856667,12.84,0.43,ml,19,64,0.04069,0.09,ci,ci37409514,2018-10-31T18:29:02.159Z,"8km N of Anza, CA",earthquake,0.18,0.42,0.135,5,reviewed,ci,ci
